text	label
@timsoderberg Det är verkligen helt bortom. Allt för principen om länders suveränitet som de inte bryr sig ett dyft om i några andra fall, inklusive statskuppen i Ukraina 2014.	0
"""Det betyder i klartext planer för att skydda befolkningen, skydda samhällsviktig verksamhet – för att försvara vår demokrati, vår frihet och vårt lands suveränitet. "" Nån som kan tala om för henne att det är EU som styr Sverige? #CEDH twitter.com/altingetse/sta…"	1
@AshNNews Tror du att Putin plötsligt skulle acceptera en förlorad folkomröstning på Krim? Viktigare ändå i det här sammanhanget är, tror du att Musk tror det? Rimligtvis nej. Alltså skulle Ryssland, enligt Musks logik, känna att deras suveränitet hotades och tvingas ta till kärnvapen.	0
@Mats97664689 @ChangFrick Obegripligt att regeringen outat oss till Nordpool och aktiebörsen Euronext... Vi borde behålla vår suveränitet och tjäna grova cash på elexport istället.	0
@AAHLundgren1 @strandhall @JoarForssell @jimmieakesson Hos godhetsknarkarna och de verklighetsfrånvända på vänstersidan kallas det för kulturberikande.🙄	1
@annieloof Vi är många som förstått att globaliseringen utan gränser gynnar bara dom rika och politiker. Vi i medelklassen blir bara fattigare av den. Hej Italien.	1
@hallen_a @FGSixtensson @C_Backstrom Svensk suveränitet råder där.	0
@emilstjernholm Kanske pga det beteendet. Obrydd suveränitet.	0
@anneramberg Om man som du försvarar alla kriminella som dränerar samhället så ska man sitta still i båten. Hur många miljoner ur statskassan har du dipplat till dej genom överbetalda arvoden?	0
@AlfCarlsson10 Nej Det är en formell beskrivning av grunden för styret av landet Utmärkt som sådant men ingen kultur Det finns ingen ”svensk kultur” och alltså inget som är hotat	0
"@stefantvitt @JohanScanung @Ludvig_Wi @perteng1 @Nils_Littorin Där lovade Ryssland att ta hand om Ukrainas kärnvapen och godkänna Ukrainas suveränitet om NATO höll sig borta från Ukraina. Sedan finansierades revolt i Ukraina av Amerikanska moguler och CIA. Straxt efter satte man in sin egen ""puppet"" och började skicka NATO trupp till Ukraina"	0
@avPublicService @sverigesradio Hoppas min framtida fru kommer gillar mig lika mycket som Public service-människor gör med kriminella	0
@AntonWinter7 @pwolodarski Nej. Den gör inte det. Den förvillar alla att tro att svenska försvaret glider runt på farfarsfars skidor.   Tips för er som jobbar för DN och aktivt vill förminska Sveriges suveränitet. Följ era läsare från V, C, MP och skapa en flagga för det.	0
"@TomasGabrielss1 Vi svenskar har inga problem med att identifiera ""svensk kultur"" ej heller vilka som är svenskar, men eftersom inget är statiskt kan du inte få en ""heltäckande"" definition men du kan få hur många exempel som helst."	0
@SwedeInWarsaw @localheroes23 Suck Genpool Så hur skulle din versionshistorik ”svensk kultur” vara hotad? För det är ursprungsfrågan	1
@JustLuai @katherinemzhou Det fascinerande är att hon har bott här i tre år och har tydligen inte lärt sig någonting om landets kultur eller språket, medan du hade YouTube videos på mycket bra svenska typ en kvart efter att ha flyttat hit, som dessutom djupdök i svensk kultur och samhälle!	0
@JennyHKjellbom @CarinaSandberg5 Vi har fått nog av förnedringsrånare och andra kriminella utlänningar. Hur många skjutningar nu?	1
"@jimmieakesson #Kulturrasism mot den mångkulturellt kulturberikande kulturrasen islam.  Vänsterblivna ""antirasister"" menar alltså att det är rimligt att jämföra medfödda egenskaper som hudfärg (eller s.k. ""ras"") med att välja att tro på Aisha-pedofetens hittepå-dravel från 600-talet"	1
@BengtHojer Men är det inte detta som räknas in i det kulturberikande ?	0
Två mycket glädjande delar av regeringsförklaringen: ”Försvaret av Ukrainas frihet och suveränitet är de närmaste årens mest definierande utrikespolitiska uppgifter. [...] Detta inkluderar överföring av mer kvalificerade vapensystem.”	0
@MaxDahl2 Är vrålet kulturberikande eller gammeldags Lerumvrål?	1
"@MilenSub40 @Ebbason Känslor?  Är du helt verklighetsfrånvarande?  Mord, våldtäkter, knark och bränder är det nya ""spännande"" ""kulturberikande"" och ""vinsten"" vi ser av den nuvarande regeringens politik.  Nästa val då rycker ni, lita på det!  #sossesvin #svpol #migpol #pkidioter #kalifatpartiet"	1
"@TomasGabrielss1 @PatrikGabriels1 Definitionen av Svensk kultur. Arbetsmoral, hjälpsam, vänta i kö, prata inte i hissen, plikttrogen, midsommar, sekulärt, skinka på jul.  Att du har """" på svensk kultur säger väldigt mkt. Jag slänger in att vi inte hedersmördar våra systrar och döttrar också. Som en brasklapp."	0
@Cornubot Om vi bortser från det tragiska i att Ukraina måste kämpa för sina liv och sin suveränitet så vore det en fröjd att faktiskt få se fler svenska vapen jaga ryssar på en ukrainsk åker, förevigat av drönare. Skatteåterbäring på riktigt!	0
@JonssonTorbjrn Hade matpriserna stuckit iväg utan globaliseringen? Svaret är Nej.	0
@Sthlm_D @CarinaSandberg5 Ni har fått nog av förnedringsrånare och kriminella utlänningar så det är helt ok att skrika på en förälder som försöker trösta sitt barn. Logiken hos rasister är mindblowing.	0
@NobilePicave @rektorhamid Hallå, lite kulturberikande behövs ju	0
@RSorman1 Jag vet i f-n, tycker svensken inte beter sig typiskt svenskt längre, köandet verkar vara ett minne blott, Tala högt i mobil kommunalt är mer vanligt än sällan. En tro på sin suveränitet på arbetet och kräva löner utan att prestera eller ha erfarenhet verkar vara genomgående.	0
"@gumman99 @cederberg_erik @JensGanman Enligt ""antirasister"" är dom väll det eftersom dom assimilerar sig till svensk kultur.  Det är därför dom kallar Hanif Bali för husblatte tex"	0
@hanifbali Det är ju globaliseringen som ställer till detta.	0
@MissMonaghan2 Ja Kista är mycket sevärt och kulturberikande	1
@susanne_nystrom Om alla svenskar slutar köra bil och börjar äta veganskt närproducerad mat, hur stor skillnad gör det när industrin och globaliseringen fortfarande pumpar på?	0
@livet_liksom Det blir inte särskilt mycket förändring med denna regering. Kaozet och folkutbytet fortsätter, globaliseringen likaså. Den stora förändringen kom via Palme 1976 och sedan dess har andra tagit upp stafettpinnen i sin iver att byta ut befolkningen.	1
@EkbergMats @svtnyheter Jo. Det är viktigt. För kultureliten. De som anser att vår kultur bara kan förvaltas av högtravande elitister. Tror att det behövs en Parisa för att spränga kulturetablissemanget och skapa en kultur för folket. Vi vill ha kul! Vi vill se svensk kulturs frammarsch! Vi vill festa!	0
@MaxJerneck @arvidahlund @AndersBilling Det betvivlar jag icke. Frågan är kanske hur man viktar den formella, analytiska nivån och den konkreta, realpolitiska nivån. Gör britterna bara ett dåligt bruk av den monetära suveränitet som de till skillnad från euroländerna formellt har? Komplex maktteoretisk fråga tycker jag	0
@LasseBus Hela vänsteretablissemanget har någon sorts ständigt förlåtande och osunda känslor för kriminella.	0
@kungatungan Och så funderar vänsteridioter varför rasismen ökar i landet! Här har vi en klassik kulturberikande, fårskändande asshole, som är ett levande bevis för att något är fel i huvudet på många av dom där.	1
@KarlPihlblad @TigerPax Visst är det så. Spendera lite mer än en vecka utomlands - och då inte endast på ett all inclusive-hotell - och vad som är svensk kultur, de värderingar och vanor man själv är uppvuxen med, blir så uppenbara att denna fråga förefaller sig som riktigt korkad.	0
vi är en grupp människor som ska veta vad du har i kikaren. Vi är solitära och genuina med suveränitet och har fullkoll på varandra och därför ligger du jävligt risigt till i Alla mot En	0
@JohanIngero Ja, om man gillar överstatlighet och vill undergräva Sveriges suveränitet. Detta kommer mest andra länders försvarsindustri och inte Sveriges. EU bör inte integreras mer på försvarsområdet. Låt allt det skötas via NATO.	0
@Pajenoriginal Detta är kulturberikande och botemedlet heter AfS!	1
@felstavatt som partiet har som vi uppskattar. Jag tycker skattemedel ska prioriteras på svenska intressen, jag vill se ökad nationell suveränitet, jag tycker vi ska få valuta för skattepengarna i form av ett bra o genomtänkt socialförsäkringssystem, jag avskyr id-pol och står för  &gt;&gt;	0
"@Sverigebilden72 @FrisktVagat Sådant händer inte i Sverige 🤡 Så länge den Socialdemokratiska eller Miljöpartistiska partitoppen inte drabbas är det 'fake news'. Drabbas de så är förövarna högerextremister. Det är inte ""flyktingarnas"" fel. Indoktrinerade vänsteraktivister ser detta som kulturberikande 👹"	1
"@DamnedNewSweden Denna ""konst"" finns överallt numera. Tänk så fint här var efter vägen förr, nu är det bara skräp så långt ögat ser. Vissa rastplatser går inte att stanna på, nersmetat med skit och skräp överallt. Det som kallas kulturberikande av vissa. :-("	0
@UlfDahlen @Ajin66 @OkandSoldat Om du behöver välja mellan Nordkorea eller Sydkorea, vilket land skulle du helst bo i? Bara för att förstå om du är redo att avstå från globaliseringens fördelar? Att globaliseringen har nackdelar håller jag med om, men man måste sätta dessa i ett sammanhang.	0
@GStrand45 @KojakGab Instämmer! Bevara svensk suveränitet och vår demokrati - NATO ut ur Sverige!! Sverige ut ur NATO/EU/FN!!!	1
@TomasGabrielss1 Förstår inte varför diskussion om svensk kultur blivit så politiserad. Norsk kultur, finsk kultur, svensk kultur. Klart den finns. Känns som vänstern ska nedvärdera svensk kultur i och sverigevännerna gör det motsatta. Trist och ointressant diskussion.	0
@thecarashow @SvenPernils @anderslindberg Att stanna kunderna gör lite när kunderna fortfarande kommer köpa och använda trots förbud.  För att komma åt problemet med att det är kriminella som producerar och säljer narkotika bör vi se till att konsumenterna har lagliga aktörer att vända sig till.	0
@BengtHojer Den kulturberikande massinvandring fr MENA, tacka Rödgröna sörjan &amp; Fredrik Reinfeldt	1
^^ ser sig som svensk i de fall de växt upp med enbart svensk kultur och enbart svenska språket. Många som inte med svenska språket och svensk kulter o pratar dålig svenska hävdar att de är svenskar fast allt de gör och säger är ex arabiskt! Det är här folkgrupper kommer in.^^	1
@janneikarlsson Vördnad handlar om erkännande av suveränitet och storhet. Om Gud är suverän i kunskap och visdom, vore det rent dåraktigt att inte underkasta sig honom. Jesus själv tjänade mänskligheten för att rädda oss - då är det inte märkligt att vi vill tjäna honom.	0
@MHVerhan @Lockedout66 @svtnyheter Jag vet, det är därför det inte finns någon respekt för polisen hos kriminella	0
@svtnyheter Tror polisen har ganska bra koll på ”buset” och rimligtvis är det dessa poliser kommer visitera. Att de ska trycka upp tanter och gubbar mot väggen är inte trovärdigt . Har man agerat ”slapptask” mot kriminella i 8 år så krävs det kraftfulla åtgärder, enkelt !	0
@katjanouch Lagstiftningen i Sverige måste ändras. Nya kriminella kräver nya lagar!	0
@mattiasvepsa Åh nej stackars kriminella som misstror mer… 🥺 Vem fan bryr sig!!	0
Vad säger du @bjornsoder om det ökade EU-inflytandet idag? Du verkar ha ändrat dig om det mesta gällande svensk suveränitet sedan du kom in i den politiska värmen.  dn.se/debatt/replike…	1
@VonMieuhlbagge Är inte kristendomen en utländsk religion? Du tror kanske att Jesus var från Borlänge? Är hamburgare utländsk kultur? Du trodde den uppfanns i Örebro? Är amerikanska filmer svensk kultur? Två miljoner av tio är samma som ”fullt”? Du verkar faktiskt vara full!	0
@B92158037 Bidrag är till för de kriminella, så är det inte i andra länder beroende på att skatteavdrag är deras bidrag vilket är en mer logisk hantering och att föredra för  både befolkning och dess regering. Kolossen Sverige måste bantas ner.	0
@halliaz2 @mDividends Inflation är väldigt svårt att styra (och förutse). Förväntningar, externa chocker, krig, ökad penningmängd osv. Och håller med, det som drivit ner räntor och i sin tur inflation i de flesta utvecklade västländer senaste 20 åren är globaliseringen.	0
@bossemicro @ElofJordache Så klok tanke.   Med en gång någon säger ”svensk kultur” vet jag att något är rasistiskt.	0
@prupplund Tänkte mer på att inskränka de kriminella underårigas föräldrars frihet tills de tar ansvar för sina barn.	0
@sofius @dunnowhythou Att tro att Ringhals som rent tekniks är passé och tillika ägs numera av Tyskland är  är lösningen är naivt. Med efterklokskapen kranka blekhet kan noteras attdet funnits en naivitet i att globaliseringen vadEU  skulle rädda oss utan att behöva ha redundans i sytemmet	0
"Öppen fråga till allmänheten.  Vad anser du vara ""svensk kultur""? Och förklara gärna varför."	0
@ingridcarlqvist @wordpressdotcom Nej, våld är inget kulturberikande	2
@anderslindberg Men dem som bor där, skjuter inte, spränger inte mördar, våldtar, herregud, du tycker om dessa kriminella handlingar, inte ett ljud om flickan 9 år skadad, du är ond	0
@Fnordspotting Nä, jag är inte som Johan Norberg (som låter exakt som en av de där liberalerna precis före WW1 som sade att globaliseringen gjort krig omöjligt och onödigt). Men det går inte att komma ifrån att 1800-talets stadsarkitektur och stadsplanering uppnådde perfektion.	0
Kvinna död efter fall från höghus i Malmö. Verkar vara Damfrigården som är ett äldreboende. Tror jag inte är kulturberikande balkongfall. Olycka eller självmord? Tragiskt. svt.se/nyheter/lokalt… via @svtnyheter	1
Kommer Sveriges politiker lämna ifrån sig vår suveränitet till WHO? Är det ens laglig gällande vår grundlag? All makt utgår från folket? @moderaterna @sdriks @kdriks @liberalerna @Aftonbladet @Expressen @dagensindustri @Juristtidningen twitter.com/BernieSpoffort…	1
@ingenharfrikort @lars_eldh Kan någon nämna något, som mångkulturen och globaliseringen har förbättrat i Sverige?	1
Finns pengar att tjäna på globaliseringen, äger man havet äger man allt. twitter.com/Splash_247/sta…	0
@kwasbeb Det sjuka är att jag vet ju sen gammalt att de kör Nikon i kamerorna. Varje gång jag kör förbi en så tänker min kriminella lillhjärna att ”undrar hur svårt det skulle vara att plocka ut en sån”.   Jag tänker att det kanske finns fler som tänker så.	0
@TomasGabrielss1 Det ingår så vitt jag vet inte i svensk kultur att könsstympa eller att tvinga flickor att vara religiösa reklampelare ute på stan.  I kvinnosyn finns det bråddjupa skillnader.  Jag och frugan går ut på krogen någon gång i månaden ser bara män från andra kulturer inga kvinnor.	0
@Ivarpi Att det vi kallar för demokrati aldrig riktigt fungerat som vi trott. Hur pengar styr världen istället för drivet att göra den bättre för alla. Särskilt tydligt nu med WEF och globaliseringen. Det är inga folkvalda som styr det som sker nu. Det borde man prata mer om.	1
@FredrikStangel @heterhonhanna nu är ju kanske inte en svensk kultur kanon för alla Fredrik...	0
@BergendalMalin @svtnyheter Det går att vattna ur det begreppet så att det inte blir meningsfullt, men meningen måste vara att det kan användas på ett sätt som kan gallra ut olämpliga personer som skulle bli en belastning för samhället och hindra tillväxt av kriminella miljöer.	0
@wgalusso @susannasilfver Håller med i mycket men sedan blev socialisterna glada i globaliseringen, EU , belasta välfärden, kompisar med MP etc	1
@hellgrenmarie Det brinner någonstans varje dag numera, är väl det vissa kallar kulturberikande OJ !  Fel det har alltid varit såhär. Är så trött på flatheten i detta land	1
@granqvistmarta Varför ska man gifta sig? Kan man inte som i svensk kultur bara kn_lla runt o se vad som händer?	0
@shuumatsuMe @jimmyeriksen7 Tror du ryssarna respekterar vår suveränitet om vi låter bli Nato?	0
@AgnesWold @liberalerna Ja, tänk vad globaliseringen ställer till med. Våran CO2 hamnar i Indien o vi får Ìndiens CO2.	0
@PerErikJohanss8 Kulturyttringar som finns i Sverige är inte det samma som en homogen svensk kultur 🙂 Dessutom är allt som alla räknar upp, som finns i Sverige, utmärkta exempel på att inget hot finns!	0
@xnydamn Det var så nationalismen skapades och fördes på invånare på 1800-talet. Och det är det som nu sker med globaliseringen.  Skillnaden är att då var det i maktens intresse, idag finns mkt makt hos de nationella intressena, och politiker försöker ta poäng på att främja sin nation.	1
@ChangFrick Den mest logiska förklaringen är att de lättrörliga kriminella grupper som normalt stjäl och snattar som upptäckt att det finns kameror värda ett par tusen lätt åtkomliga och med liten risk.	0
@jarlragnarviki2 @bolund Vad fasen menar du med globalisterna? Det är ju för att tygla globaliseringen och den våldsamma exploatering som sker av naturen - som regel av stora företag och skurkstater - som är en av klimatkampens viktigaste dimensioner. Jag är rädd att Du totalt missuppfattat läget.	0
@Berserker_1995 @Badnotice @postsjuan @JulietEchopapaa Skulle fråga honom vilka andra länder ska ha sin suveränitet begränsad på Putins villor. Sverige också? Om inte, varför Ukraina?	0
@TimorTalash Varför är det inte tullpersonal på Öresundsbron 24x7? Detta faktum känner alla kriminella till, så de fraktar rimligen allt känsligt mellan 03:00-05:00.	0
@HistorySami @TigerPax Det som jag skrev som svensk kultur gäller kanske inte riktigt idag. Idag har vi många människor som ifrågasätter det som de flesta förr ansåg som självklart. Solidariteten tex, har svenskarna till viss del blivit mer själviska? Hur är det med ärligheten?	0
@Hanikranen Den nya kulturberikande grenen som MENA-trashet nu ägnar sig åt. Gravstensvältning, pojkgruppvåldtäkter, förnedringsrån, gruppvåldtäkter på svenska tjejer och balkongflygningar av den egna sorten är inte tillräckligt längre	1
@RothLindberg @lazerdays @AgnesWold Men han lovade väl ändå inte att lägga sig platt på rygg och ge upp Ukrainas suveränitet, som Ryssland fö garanterade i Budapestuppgörelsen. Hur du drar dina slutsatser är ganska uppenbart.	0
@TomasGabrielss1 @localheroes23 Gå till kurder, turkar, italienare osv och säg åt dom att de inte har nån nationell kultur och se hur seriöst de tar dig. Alla folk har en kultur och det ändras inte för att du vägrar kalla kultur utövad av svenskar för svensk kultur.	0
@AndersWester1 @SverigeGurun @anneramberg Så utvisningar och fängelse löser problemen? Eftersom invandrarna är kriminella så kommer allt bli mycket bättre om de utvisas eller får sitta i fängelse. Alla som sitter i fängelse, när de kommer ut så ska de alltså ha lugnat ner sig? Eller ska alla sitta inne hela livet?	0
@RichardJomshof En liten 12 årig flicka blir kidnappad, torterad, tatuerad, våldtagen, knivhuggen över hela kroppen, styckad av kriminella illegalt invandrade och utvisningsdömda araber. Polisen har inget känt motiv (rasistiska hat mot vita fransmän?) Men vi skall inte prata om detta enl. ETC?	0
@gonietzsche Påståendet om hotet mot ”svensk kultur” kom ju i diskussioner om invandring så jag undrade då vad det var och hur det var hotat Rätt många andra inlägg har ju svar men har dom inget att komma med så kan det ju utebli 🙂	0
@AnnaBelle_Erics @adamcwejman @GoteborgsPosten Jag håller helt med. Jag tycker för övrigt att det skulle vara utmärkt och väldigt kulturberikande om vi instiftade slöjtvång över kvinnorna på studentflak samt att förbjuda den att den svenska flaggan brukas under firandet. Den kan ersättas med en ISIL eller al-Qaeda flagga.	1
@NathanHamelberg Jag skulle gärna se de där undersökningarna anpassade till svensk kultur. Här kan man inte gärna vara öppet emot bruna grannar. Sök istället svensk rasism mha frågor av typen: Utgör muslimsk invandring ett hot mot judar? Ökar kvinnors utsatthet av invandring från MENA?	1
@annieloof Detta är vad demokrati är - eller vill du avskaffa demokratin här i Sverige, där du kan få in din globaliseringen av WEFs agenda..?	1
Inga fördömande från Jimmie Åkesson, Ulf Kristersson; Ebba Busch eller Johan Perhson. Inte en kommentar om dessa  kriminella etniska svenskar. Hade de hetat Abdi &amp; Mohammed hade de skrikit sig hesa. Nu är det deras egna väljare - locket på  expressen.se/nyheter/krim/t… #svpol #krimpol	0
@moderaterna Ta bort förslaget på att få tvångsinjicera som WHO vill och deras powergrab av suveränitet. Prata med Bilderberger och säga att de går inte. Ej heller några CO2 tracers eller Social Credit. och elbilar..vet alla hur man tar fram batterierna??? upp till 300 tunnor olja behövs.	1
@jennymaria Det här ska bli roligt, kan du beskriva på vilket sätt du har rätten att sätta en etikett på en annan person, för att denne ifrågasätter ett vaccin? Finns idag inget som visar på sprutans effektivitet och suveränitet, tvärtom faktiskt...Elsa står för sunt förnuft.	0
Anmäl dig via länken nedan👇👇👇  🚩Har globaliseringen mattats av? 🚩Hur globala är värdekedjorna? 🚩Sätter politiken käppar i hjulen? 🚩Vad händer i spåren av Ukraina? 🚩Är Kina framtidens fabrik? 🚩Hur går det för Sverige?  @JohanForssell @anderslindberg @AnnaHallberg_ twitter.com/arenaide/statu…	0
@emeliexastris Där är jag beredd att inte hålla med helt. Jag tycker min sambo är en riktig läckerbit. Kan inte klandra folk för att lägga ett extra öga.   Håller endå med om att visa respekt. Vad det innebär rent socialt har ju försvunnit tack vare rädslan för att prata om svensk kultur imo	0
"@CarlSchlyter @Axdorff I ett större perspektiv ser jag det som ett av problemen med globaliseringen. Vi har gjort oss beroende av ""billigt skräp"" från ex Kina. Dyrare segment är mycket marketing... Ofta samma komponenter. Återkommer med en bild strax som exemplifierar vad jag menar."	0
Kompetens i att fuska - är det också kulturberikande @socialdemokrat ? friatider.se/syrier-fuskar-…	1
@Latens_Verax @Muslipusli30 @Sysenpysen @svtnyheter Typiskt svar av SD-anhängare när de tillfrågas om vad svensk kultur är! Ni KAN inte svara!	0
@JKrilon @mediak12 Det nya kulturberikande Sverige som importerade bankomatflyktingar bidrar med, har svårt att tro annat, tyvärr	1
@sigriddiana Ingen suveränitet finns överförd. Alla viktiga NATO beslut bygger på enighet och att respektive medlemstat bekräftar beslut i sina parlament.	0
"@StarkeNyman Om det inte går att svara på, varför är då ""svensk kultur"" så viktig att försvara och upprätthålla för vissa människor?"	0
I ärlighetens namn är en nedlagd röst nästan lika skamligt som att rösta emot, när det kommer till nåt så basalt som att värna fria oberoende staters suveränitet och territoriella integritet. Stort FN-fördömande av Putins krig | Nyhetssajten Europaportalen europaportalen.se/2022/03/fn-for…	0
@StaffanG_son Mycket bekvämare att jaga snattare än grövre kriminella.	0
Rent instinktivt är det ju lätt att, likt Gunnar Nirstedt i DN, bli upprörd över den nya regeringens planerade kanon för svensk kultur. Men frågan är hur denna kanon ska tas fram och hur den kommer att användas när den är på plats. I Tidöavtalet står det såhär: ”Ett uppdrag &gt;&gt;	0
@JonnyRhodos Grundstommen i svensk kultur. Ingen får någonsin ta det sista.	0
Webbinarium 27 oktober: Har globaliseringen någon framtid? Harvardprofessorn @pol_antras ger sin syn. Kommentarer av @LenaSellgren, chefsekonom på @BusinessSweden, och Fredrik Sjöholm, professor och vd vid @IFN_Stockholm arenaide.se/kalender/framt…	0
@KamalyDr Westerlännigar har ju åkte runt hela jorden klottet hundratals år mördat våldtagit plundrat stolit och mord stöld byggt sin rikedom. ,har dödat flera hundra milloner mäniskor sista 300 år och det är dem som ständigt talar om åberopar humans fight suveränitet integritet etc.	0
@RikardJ63028431 @TomasGabrielss1 @AkeWigren Det finns ingen svensk kultur därför att den inte finns.	0
@TomasGabrielss1 @localheroes23 Du blandar ihop begrepp. Nation = Folk. Land är en stat dvs streck på kartan. Nationalstat är ett land bestående av ett folk, tex svenskar. Nu är vi ju mångkulturella i landet men svensk kultur finns ännu och utövas framförallt av svenska folket.	1
@Blomqvistens Var det din definition på ”svensk kultur”? 😎	0
@Nils_Littorin Ja, ifall det är enbart för ens egen bekvämlighets skull utan tanke på Ukrainska folkets rätt till suveränitet.	0
Mannen som får de oumbärliga kulturberikande vinstmaskinerna att visa upp sitt rätta tryne! 🙏 @socialdemokrat @johanssonmorgan @strandhall @annieloof @AnnLinde https://t.co/wE3JtF73sm	1
@Magek28853312 @katherinemzhou Oljan är vad som gör det möjligt att du sitter och knappar på en dator eller telefon.  Efter över 8 år i Sverige, är det mycket tydligt att svensk kultur är rasistisk mot norrmän.	0
@staffand @poa_karlsson Men med C politik kommer det stora kompetensregnet och nya spännande kulturberikande samhället ske. Kanske dags att tänka om och tänka rätt?  C bidrar till ett katastrofalt förfall med den migrationspolitik ni kör. Rensa bort alla islamister i partiet gå från JÖKEN	1
@anderslindberg Det ska det inte göra heller eftersom det är i utsatta områden de kriminella styr och ställer.	0
@natobloggen @saltifyy @boltegaard Nu pratar jag inte om suveränitet eller gjorde jag det?  Och du har fel, Ukraina ÄR en totalitär regim och klassas som en Totalitär Regim.	0
@LiEriks Alla som kallar detta en kulturberikande upplevelse som ska ge oss en super ekonomi	0
@einaraskestad Det skulle inte gynna globaliseringen, kaballen vill se alla nationer utplånas.  En enda kaotisk smältdegel som de ser sig regera.	1
@JonssonTorbjrn Det gör de visst. Bästa sättet att inkludera alla (även invandrare, antar att du syftar på dem) är att sålla ut packet och de kriminella.  Då finns det både ekonomi och allmän vilja att integrera de andra som verkligen vill bli en del av samhället.  De andra kan åka tillbaka.	0
@SimonsBjornE @MartinAadahl Ja jo fast L har ingen unik egen politik utan är egentligen ganska värdelösa. Jo, de vill att allt styras från Bryssel med endast förvaltning i Sverige, släppa vår suveränitet, att ha ett ”United States of Europe”. Det vill inte många med mig.	1
@_lars_lundqvist Det finns bla tre faktorer som jag tycker talar för högre inflation än tidigare. 1) globaliseringen bromsas pga homeshoring och geopolitik 2) energiomställningen från fossilt till annat kommer kosta mer 3) matpriser. Befolkningstillväxt och ändrad konsumtion i tillväxtländer.	0
@OrdingGoran Och hur tror du vi hamnat i detta enormt kriminella Sverige dom senaste 20 åren,, har du nån fundering 🤔🤔	0
@avPublicService @sverigesradio Dom P3 ansvariga borde få sina licenser indragna . Hur kan man fortsätta att hylla folk som bär ansvar för en massa brott men hävda att man hyllar artister. Dom är inte artister dom är kriminella som inte ska hyllas i skattefinansierade medier	0
@PolisOrten Verkar ju funka jättebra det här med att lägga en miljardmarknad i händerna på kriminella. Ordning och reda.	0
@BjorkheimSofie @aliesbati Det är inte problemet med att färre ska bli kriminella eller begå brott de vill lösa.   De vill göra det jobbigt för vissa att leva här. Spä på utanförskap.	0
Om antagandet om överflygning av Moldavien med kryssningsrobotar under morgonens flyganfall stämmer är det ett solklart fall där annan stats suveränitet kränkts. twitter.com/ISNJH/status/1…	0
@mattiasvepsa Vad har våra kriminella varit med om vi måste tänka på dessa stackare att dom har förstört liv har inte referens det är synd om dom kriminella fråga vilken vänster kuksugare som helst	0
@Anna_Ekstrom Allt det där låter som förnuftigt i en stat med egen suveränitet.	0
@fialott1 @TomasGabrielss1 @AkeWigren analogi för problemet med svensk kultur är mindre säkert. Men jag är med på att man *inte* kan säga att en kultur existerar *på samma sätt* som man säger att ett träd existerar eller ett hus eller talet 12 eller Gud existerar	0
Nord-öst Grönlands nationalpark är ca dubbel så stor som 🇸🇪 &amp; utgör ca 40% av 🇬🇱 yta, men ingen befolkning. Siriuspatrullern hävdar 🇩🇰 suveränitet genom att patrullera . Och leds av det arktiska kommandot i Nuuk. På denna yta finns bara 6 st tvåmannapatruller. De tjänstgör 2 år. https://t.co/CWIGihtyOv	0
"@michael97878751 Det är detta och inte ""kulturberikande"" kulregn, som svenskarna behöver."	1
"@avPublicService @sverigesradio Svenska medier har inte förmåga till sanering. ""Alla ska med"" och det gäller kriminella också. Finns inget intresse till självsanering heller. Public Service behöver förändras"	0
@mattiasvepsa Nä men vi låter väl kriminella bära vapen obehindrat fortsättningsvis 👍 Skitbra ide	0
@ThereseOlausso2 för att bli etniska krävs: personen växt upp i Sverige, anammat svensk kultur. följer svenska traditioner o pratar svenska som första språk. deras barn blir etnisk svenskar. vi kan säga att många barnbarn från arbetskraftinv från 60-70 talet är idag etniskt svenskar.	1
Förstår inte att man alltid ska tycka synd om alla och envar. Dessa människor med den synen måste tycka att Sverige är och har skyldighet att skydda kriminella. Det är ju helt sjukt att man nu helt plötsligt se problem, men inte innan. Ruttna Sverige🤮🤮🖕 svt.se/nyheter/inrike…	0
Danmark till Sverige... som dag och natt. Från skandinaviskt, fungerande till menafolk och kulturberikande... Vilken skillnad!	1
@vonderleyen @Andy454545 @SwedishPM Far åt helvete Ursula.  Sverige måste sätta ner fötterna o låta Sveriges suveränitet vara det som gäller!  Räknar med att du @U_Kristofferson berättar det för henne.  Väldigt tydligt.	0
@GPDebatt @RobertHannah85 L förtjänar ingen förlåtelse från de  invandringskritiska f.d folkpartistiska väljarna. L/FP har oförlåtligt länge varit en del av problemet, med en sitt fokus på att hata SD och vurmandet för anti-kulturberikande islamisk kravlös leva-på-bidrag-massinvandring. #svpol #migpol	1
@marie_holmqvist Japp. Rikedomen som globaliseringen gav oss har vi fördelat så skevt att vi håller på att tappa tron på hela fenomenet. Det hjälper inte att historien har lär oss att alla tjänar på stabilitet och rimliga klyftor motverkar det.	0
@rektor_linnea Hade skolan blivit bättre om vi tog bort allt kulturberikande?	0
Jag studerar svenska nu men mår att svenska är väldigt svårt. Jag älskar också svensk kultur. Jag har hört en hel del svenska låtar och vet att Sverige är ett vackert land, det kanske är lite kallt där. Men jag vill verkligen gå på college där.//Svenska är så svårt #Sverige	0
